id,hotness,familiarity,latitude,location,longitude,name,,,,
ARVKAWO11F50C47C9A,0.333649141,0.646527637,,,,Pentangle,,,,
ARIP54S1187FB53259,0.383818662,0.494282102,,,,Jaime Urrutia,,,,
ARO3XZQ1187FB39351,0.464525451,0.631741802,,,,Cobra Killer,,,,
ARM9QAE1187B9AF687,0.416644114,0.617787589,-14.24292,Brazil,-54.38783,Shaman,,,,
AR7I3G21187B98B4A2,0.397732265,0.482952252,,,,Nicholas,,,,
ARTDBI61187FB48479,0.459665457,0.733714696,42.99671,Grand Rapids MI,-85.59012,Marvin Sapp,,,,
ARFEU2G1187FB54B2F,0,0.245370723,,,,Tel Basta,,,,
ARNLO5S1187B9B80CC,0.579988982,0.744641246,,Pasadena CA,,Van Halen,,,,
ARHPPJK1187B9AC897,0.511526435,0.684894723,,Glasgow Scotland,,Teenage Fanclub,,,,
ARWXJTT1187FB509FD,0.356904127,0.535655467,53.95333,York,-1.08342,Epidemic,,,,
ARB4ZRM1187B993147,0.4165294,0.633932726,,,,Dark Fortress,,,,
AR1DGSO1187FB59B15,0.33121499,0.450743178,,,,Eddie Turner,,,,
AR2PT4M1187FB55B1A,0.420570307,0.561589946,,,,Los Chichos,,,,
ARJSGPI1241B9C8855,0,0.338370155,,,,Birmingham Jubilee Singers,,,,
ARQGYP71187FB44566,0.291539727,0.39413854,34.31109,Mineola AR,-94.02978,Jimmy Wakely,,,,
ARDIKTV11F43A69FA4,0.414196481,0.506976844,,,,Deodato,,,,
ARKFYS91187B98E58F,0.385470551,0.535292736,,,,Jeff & Sheri Easter,,,,
AR32JLC1187B9946AF,0.43870167,0.624573379,,,,X-Raided,,,,
ARNNC731187FB55D14,0.352563985,0.372221927,,,,Kary Ng,,,,
AR2BBHS1187FB4AE06,0.321366997,0.528736353,,,,Jeff Beck Group,,,,
ARXK4ZA1187B99753A,0.343617266,0.470753932,43.8814,Viareggio Italy,10.23522,Malina,,,,
ARX99U51187B991481,0.312220843,0.566747968,,,,Mista,,,,
ARB9WJ11187B98BF17,0.407924701,0.579137535,42.08317,Brockton MA,-71.01724,Steve Smith,,,,
ARIRD6J1187FB5A98C,0.386289651,0.606975737,18.01571,Kingston Jamaica,-76.79731,Sugar Minott,,,,
ARI3W3K1187FB49E6F,0.373621212,0.631630608,,,,Cedric Gervais Featuring Caroline,,,,
ARI945I1187FB4CC22,0.287446753,0.416147176,,,,The King Sisters & Alvino Rey,,,,
AR6UVLC1187B9B4D4C,0.406642649,0.627361447,42.33168,Detroit MI,-83.04792,Suzi Quatro,,,,
AR3OYPP1187B9952E3,0.292319515,0.563922088,53.34376,Dublin Ireland,-6.24953,Humanzi,,,,
ARTTIRC12086C121DC,0.203607934,0.061512494,,,,Gene Latter,,,,
AR7SVRP1187FB55875,0.39046558,0.429693691,,,,Billy May & His Orchestra,,,,
ARF2EHS1187B994F4E,0.788805935,0.845768866,36.16778,Nashville Tennessee,-86.77836,Kings Of Leon,,,,
ARS8KBY1187FB4BC7E,0.411797827,0.632852017,39.95227,Philadelphia PA,-75.16237,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,,,,
AR3U3G01187FB58BA7,0.31654946,0.413959942,,,,Christie Hennessy,,,,
AR695PK1187B996E35,0.206020372,0.520933079,54.6904,West Hartlepool England,-1.2323,The Jeremy Spencer Band,,,,
ARLR9U31187B9A71AD,0.497050959,0.732603394,42.32807,Ann Arbor MI,-83.7336,The Stooges,,,,
AR126G61187B9B88A6,0.342537003,0.484463044,,,,Candy Lo,,,,
ARDK87R1187B98D51C,0.437001919,0.559317502,,San Francisco CA,,Flamin' Groovies,,,,
ARSDSMG1187B98CB59,0.331090126,0.416141022,40.71455,New York NY,-74.00712,Eddie Cantor,,,,
ARPB4TX1187B98DDEA,0.228428667,0.310776523,,,,Marga Gomez,,,,
ARXKXC71187B99AA0E,0.351489632,0.466427,,,,Roberto Roena,,,,
AR1VCLT1187FB4C8AC,0.350628947,0.59249498,,,,Tum Tum [DJ Drop Mix],,,,
ARW1DRV1187FB40261,0.31579568,0.501565375,,,,Rocio Jurado,,,,
ARZMFXN11F50C476D0,0.24906181,0.495112229,,,,Salieri,,,,
ARYQ8281187FB58C34,0.388669901,0.495009788,47.49852,Winterthur Switzerland,8.73299,Royal S,,,,
AR9E43L1187FB566FA,0.296248811,0.422887557,,,,Steve Chou,,,,
ARVJ0JK1187B98C9C0,0.432011947,0.559278494,,,,The Brooklyn Tabernacle Choir,,,,
ARQ0BZY1187B99F093,0.428980521,0.632856419,,Columbus OH,,Everyday Sunday,,,,
ARG3UX61187B9AC05A,0.542533993,0.741132802,,,,D.O.W.N.,,,,
ARKJHKX1187FB5AEE5,0.421448618,0.556083173,,Lafayette LA,,Buckwheat Zydeco,,,,
ARMWZF41187FB387F9,0.389341752,0.580798778,,Sledge MS,,Charley Pride,,,,
ARIK8T31187B9A4D4F,0.390828596,0.578998679,,,,Louis Prima & Keely Smith,,,,
ARP06GY1187B98B0F0,0.322482578,0.495502207,42.33168,Detroit USA,-83.04792,Yami Bolo,,,,
ARDQ9AP1187B9BA3F6,0.596350338,0.887867146,42.31256,Boston MA,-71.08868,Killswitch Engage,,,,
AR2PNSZ1187B9AF0A4,0.256350363,0.386383775,,,,Pardesi,,,,
AR4GP451187FB3F2BB,0.310600344,0.516873683,,,,Andy Griffith,,,,
ARJ0FG21187B99F7C4,0.366389371,0.487066037,,,,Crazy Girl,,,,
ARVEJ9M1187FB4DC44,0.437964733,0.652367864,,,,Les Ogres De Barback,,,,
AR5GLIU1187FB4638A,0.350787891,0.506126774,,Memphis TN,,Memphis Jug Band,,,,
AR6C8EJ1187FB3F473,0.32188269,0.498663649,, Ub�����,,Nelson Ned,,,,
ARXFY0N11C8A423D05,0.264368,0.385430251,,,,Juan Farcik,,,,
ARKA2YS1187B9A4060,0.313665817,0.368134445,,,,Mich����,,,,
AR49A9P1187FB3BBBF,0.400221756,0.52875006,26.27249,Coral Springs Florida,-80.25306,Saigon Kick,,,,
ARRS5961187B99F9DE,0.360648925,0.53915621,,,,Nicho Hinojosa,,,,
AR0JPOG1187FB37383,0.512197243,0.528308349,,Japan,,Lyrics Born,,,,
ARVAE6W1187FB3CAF3,0.352410127,0.565452292,,,,The Refreshments,,,,
ARXPPEY1187FB51DF4,0.766545451,0.866519754,,,,Michael Jackson,,,,
AR32JLC1187B9946AF,0.43870167,0.624573379,,,,X-Raided,,,,
ARSVRVA1187B99228A,0.350213825,0.381481861,,,,The Nelons,,,,
ARGBGC71187FB3DD0B,0.30285542,0.582365879,,,,DJ Nasty,,,,
AR1RMYB1187FB5A59E,0.579441938,0.899279599,37.27188,California,-119.27023,Incubus,,,,
ARALUUG1187FB58696,0.441106359,0.623823768,30.43883,Ponchatoula LA,-90.44116,Irma Thomas,,,,
ARUKJUP12086C14589,0.291264812,0.391741394,,,,Ram������n Vargas,"""opera"",""bel canto"",""easy listening"",""classical"",""mexico"",""mexican"",""tenor"",""classical crossover"",""italian opera"",""opera singer""",4eab754e624f25b4607e5f797909dfc7,,
ARNNQ9E1187FB3C82F,0.457981674,0.732571745,,,,Sizzla,,,,
ARLTWXK1187FB5A3F8,0.366820788,0.575674218,32.74863,Fort Worth TX,-97.32925,King Curtis with Jack Dupree,,,,
ARIR1PS1187B9AFFFA,0.34418175,0.558281487,34.05349,Los Angeles CA,-118.24532,Omni,,,,
ARHTHC01187B9B6D2A,0.563362694,0.712675251,,St. Louis MO,,Michael McDonald,,,,
ARK7ZPW1187B99C170,0.360344686,0.612858654,40.71455,New York NY,-74.00712,Orchestra e Coro del Palacio de Bellas Artes Di Citt������ del Messico_ Oliviero De Fabri,,,,
AREW0021187B9AF8F9,0,0.31557967,40.71455,NY - New York City,-74.00712,Giuseppi Logan,,,,
AR3O0021187B999BC8,0.448233203,0.616566081,42.02534,Ames IA,-93.6202,Radio Moscow,,,,
ARW1DZQ1187B9A18E0,0.375914688,0.59419662,,,,Vusi Mahlasela,,,,
AR4W5GR1187FB51F7E,0.449869233,0.744891287,,,,Alacranes Musical,,,,
AR11NP91187B9901B4,0.372251208,0.573612399,,New York City,,The Roches,,,,
ARGNGRI11E2835D567,0.316692162,0.515044056,,,,Tam Tam Go!,,,,
AR5ZJLK1187B9B3A8E,0.287370035,0.414244229,35.99527,Durham NC,-78.89601,John D. Loudermilk,,,,
ARSYHZ21187B99F5F5,0.380004667,0.524834599,,,,Tina Ann,,,,
AR1ZKBE1187FB53629,0.52041211,0.74151813,,D�����,,Kraftwerk,,,,
ARMIQRB12298900AFB,0,0,,Mexico,,Conjunto Mar Azul,,,,
AR8BMEQ1187B9B4214,0.240098406,0.391108885,38.2589,Missouri,-92.43659,Pumpkin Buzzard,,,,
AR6J3X81187FB59A7B,0.639798164,0.830592506,40.65507,Brooklyn NY,-73.94888,Margaret Becker,,,,
ARZS5VW1187FB567E8,0.424953084,0.674970293,,,,William Orbit,,,,
ARKON4P1187B98B291,0.333015302,0.444677871,50.3758,Plymouth Devon England,-4.13689,Ron Goodwin,,,,
ARUTP601187FB388AC,0.415303643,0.557094505,,,,The Elders,,,,
ARIKFQP1187B99A246,0.407602576,0.565050138,,,,Stille Volk,,,,
ART97VL1187FB3BD45,0.452972017,0.536808945,,,,F-4,,,,
AR0WAW61187B98B7D7,0.372737613,0.467413844,40.71455,New York NY,-74.00712,Doug MacLeod,,,,
ARD2HR71187B99548F,0.324894009,0.452249986,34.80046,Florence AL,-87.67525,Jimmy Hughes,,,,
ARHDQMJ11F50C4F61E,0.204562711,0.314666669,,,,Emotion Code,,,,
ART3O5Z1187B9AB043,0.544257506,0.78303711,32.77815,Dallas TX,-96.7954,Stevie Ray Vaughan And Double Trouble,,,,
AR3KGPQ1187FB53C84,0.443547553,0.64444361,34.05349,Los Angeles CA,-118.24532,L7,,,,
ARWQ2DR1187B98FF28,0.385567523,0.507110849,32.46292,Columbus GA,-84.98763,Ma Rainey,,,,
ARY6EBA1187B9AD525,0.332177445,0.483762732,41.36149,Chester NY,-74.27362,Bill Perry,,,,
ARKL4LE1187B98FDBC,0.279828901,0.354904644,,Pennsylvania,,Billy Price_ Fred Chapellier,,,,
AR4OHL91187B9B2EB9,0,0.264713987,,,,Angela Dimitriou,,,,
AR4JY8V1187B98A62F,0.379761784,0.506773968,,,,Ann Hampton Callaway,,,,
ARLYUP11187B98B92B,0.265561765,0.696400519,,Atlanta GA,,Corey / Shaquille O'Neal,,,,
ARPKATM1187B9B76E6,0.546383748,0.832757431,41.30711,New Haven CT,-72.92496,Hatebreed (int License),,,,
ARN8YG41187B99A480,0.375223967,0.560201912,,,,Moments In Grace,,,,
ARGUACZ1187FB3F35C,0.365260893,0.496794628,41.68676,Elkhart IN,-85.97567,Connie Smith,,,,
AR0B6VD1187B99C293,0.369609835,0.46626221,34.47326,Ventura County CA,-119.05505,Uphill Battle,,,,
AR2G8UI1187FB3F33C,0.371237574,0.428300267,63.03654,Knobel AK,-149.10568,Barbara Fairchild,,,,
ARRVUWA1187B9A0FE2,0.332930951,0.508731241,21.51102,Cuba,-77.80679,Orquesta Arag�,,,,
AR051KA1187B98B2FF,0.080166939,0.351182454,,,,Wilks featuring pee wee ellis,,,,
ARODBRG1187FB3FD99,0.479407676,0.681581305,-36.35484,Wangaratta Victoria Australia,146.32611,Nick Cave & The Bad Seeds,,,,
ARXFAOQ1187B9A3616,0.343010914,0.529379509,18.11526,Jamaica,-77.27348,Dave And Ansel Collins,,,,
ARK9TRQ1187B99C095,0.598458501,0.905776889,41.50471,Cleveland OH,-81.69074,Nine Inch Nails,,,,
AR4F94Q1187FB43432,0.359438557,0.557692617,,,,D���,,,,
ARCF06I1187B995398,0.430697046,0.712662163,,,,K-OS,,,,
AR5IHI31187B998618,0.377852557,0.561272323,,,,Pascal Obispo,,,,
AR03BDP1187FB5B324,0.60725728,0.947327507,34.05349,Kentwood LA, Los Angeles CA,-118.24532,33e7529758c7e35b825a1a8577191a9b,,,
ARA0YAE1187B9B1D16,0.387181942,0.641525136,35.21962,North Carolina,-80.01955,John Brown,,,,
ARIIEQL1187FB5CE68,0.418429598,0.596349854,41.26069,Omaha NE,-95.93995,Buddy Miles,,,,
AR202MX1187B9B0383,0.336726841,0.434510981,,,,Tanto Metro & Devonte,,,,
ARQVLQJ1187B98F11F,0.311559176,0.439907658,,,,Mau Mau,,,,
ARHTHC01187B9B6D2A,0.563362694,0.712675251,,St. Louis MO,,Michael McDonald,,,,
ARVMFE61187B992463,0.40658168,0.526515278,,,,Darwin Hobbs,,,,
ARUKN9H1187B9B71C8,0.536400011,0.797420741,,Atlanta GA,,The Black Crowes,,,,
AR8WHEJ1187B98CDCA,0.343508878,0.533650139,34.7519,Blythesville AR,-92.13055,Dee Clark,,,,
AR6EVQA1187B9AA1DF,0.4260093,0.595645308,,Kingston Jamaica,,Cocoa Tea,,,,
ARHPBZT1269FCD0B57,0.235816028,0.338943092,,,,IYOV,,,,
ARBKEA91187B98CE1F,0.268744755,0.401479593,,,,Claw Hammer,,,,
ARORDXJ122ECCBB264,0.325736259,0.503403789,,NY - New York City,,Carlos Jimenez,,,,
ARCYE581187B9A1482,0.396619566,0.691973119,,,,Timo Maas,,,,
ARFLZK31187B9B0E15,0.329810329,0.436685357,,,,Kashief Lindo,,,,
ARAN38V1187FB4C4EE,0.581505803,0.829851316,,Salt Lake City UT,,The Almost,,,,
ARCK6OL1187B99B25F,0.356334749,0.529186614,27.9758,Florida,-81.54106,Alas,,,,
ARRHZLW11E2835E799,0.385285643,0.448530542,,,,Sofi Marinova,,,,
ARZXMYV1187FB5B99B,0.237726813,0.370454267,,,,Los Ninos De Sara,,,,
AR7JAMC1187B98BCF3,0.348265163,0.492986719,,,,The Gentle Good,,,,
AROCBZZ11E2835D652,0.449052575,0.582238344,,,,Small Faces,,,,
ARD3ICK1187B9A56C9,0.299705214,0.477724732,,,,Jimmy Riley,,,,
AR3JMC51187B9AE49D,0.592614927,0.851417629,28.53823,Orlando FL,-81.37739,Backstreet Boys,,,,
ARECPYG11C8A42B5BF,0.256977994,0.374763103,,,,1. Futurologischer Congress,,,,
AREVNGE11F50C49B9A,0,0.288350773,,,,Tom Collier,,,,
ARLF0QY1187FB4FDCC,0.468158756,0.587594371,,Oxford England,,Heavenly,,,,
ARW63KF1187B98AC48,0.364384924,0.58547954,46.71067,FR,1.71819,Julien Clerc,,,,
AR720OJ1187FB37F6C,0.345908781,0.592740604,,Culiacan Sinaloa Mexico,,Los Morros Del Norte,,,,
ARKEFM61187B9A8202,0.281887097,0.386716175,30.99688,Corrigan Polk County TX,-94.82807,Moon Mullican,,,,
ARWSMC91187B9AD369,0.347006921,0.581884359,51.48126,Cardiff Wales,-3.18067,Helen Love,,,,
ARDPCCQ12802FDD564,0.165342238,0.021082656,,,,Yuko Kanzaki,,,,
ARCDSI81187B989BAA,0.328722969,0.474860262,,,,Moonface,,,,
ARRBF3M1187FB4D59F,0.677087547,0.909324834,,Los Angeles CA,,30 Seconds To Mars,,,,
ARNDB1X1187B990AA0,0.526182556,0.736677413,34.05349,Venice CA,-118.24532,Suicidal Tendencies,,,,
AR6RXJD1187B9B8B23,0.319905354,0.612200429,39.74001,Denver CO,-104.99226,Grace Gale,,,,
ARRQWQW1187FB49844,0.372391991,0.495738583,,Los Angeles CA,,King Tee,,,,
ARG719Z1187FB551FC,0.294161882,0.353712386,,,,Alain Morisod,,,,
AR05NQH1187B98E875,0.436730221,0.601395113,,,,Kassav',,,,
ARS2KW51187B9B556E,0.410743578,0.704093947,,,,X,,,,
ARPNDSH1187B9B942F,0.450546674,0.576404205,,,,Sui Generis,,,,
ARTH9041187FB43E1F,0.804830428,0.871010615,,St. Joseph MO,,Eminem,,,,
ARFZNR41187B990AF7,0.332870567,0.485792919,,Vance MS,,Sunnyland Slim,,,,
ARGC7FQ1187FB409CC,0.304547713,0.541077952,40.71455,New York,-74.00712,Stew,,,,
ARDBJ5T1187FB4D5BA,0.329385995,0.502965075,,,,Cauda Pavonis,,,,
ARSE5NP1187B9B98AB,0.593808365,0.889613555,,Chicago IL,,Twista,,,,
ARWONOR1187FB3817C,0.406517869,0.509021261,43.7698,Willowdale Ontario Canada,-79.4138,Geddy Lee,,,,
ART8BW81187B9AC33F,0.357049054,0.508461668,,,,Planetakis,,,,
ARNAIMI1187FB5733C,0.701404766,0.852569498,,Miami,,Rick Ross,,,,
ARAIABB1187B9AC6E2,0.580013183,0.567313224,,Paddington London England,,Seal,,,,
ARFWZZD1187FB561F9,0.33274977,0.466331054,,,,The Fureys,,,,
ART62WC1187FB47E80,0.528614974,0.802925395,,New Mexico,,Jim Jones / Max B,,,,
AR198711187B9AD09F,0.498563611,0.731590592,,��ngiltere,,Simply Red,,,,
AR7DFJP1187B992F13,0.448223589,0.70366489,,,,Juana Molina,,,,
AR107SB1187B9A79F9,0.148985481,0.373850623,,B������zu comme Superdupont ne connait qu&#039,un pa,,2d50a938fce3e2a26e61477319c805b2,,,
ARU2JAB1187FB50C72,0.310298996,0.470414614,,,,David Meece,,,,
ARN03F71187FB4E3F4,0.390641236,0.522590185,,United States,,Ayo,,,,
ARE8GLF1187FB52532,0.576903816,0.833967972,,,,Red Hot Chili Peppers,,,,
ARDG6IY1187B9AAE87,0.354354392,0.572621944,47.04954,Lucerne,8.30437,Mothers Pride,,,,
AROW4VK1187B999DED,0.393956637,0.596482482,,,,Byzantine,,,,
ARZ3JUB1187B99A5AC,0.353532628,0.50710874,,,,Halfway to Gone,,,,
AR7BMMV1187FB5B2D7,0.383877494,0.604820432,39.15093,Ukiah CA,-123.2079,Robben Ford,,,,
AROVE3N1187FB44DAD,0.27380615,0.533453343,,,,Charlie Cruz,,,,
ARYDFJA1241B9CBFF2,0.14519083,0.313851152,,,,Jacques Douai,,,,
ARBHPBX1187FB47102,0.346781042,0.437463586,,Minnesota,,The Steeles,,,,
ARE2QID1187B98FA19,0.35303574,0.519000072,35.74595,Ripley TN,-89.53176,Sleepy John Estes,,,,
AREBWEH1187B99EA9A,0.427479241,0.596184927,,Helsinki,,Beherit,,,,
ARD0FN11187B9B25CD,0.469425908,0.70441147,40.85715,New York NY [The Bronx],-73.85678,Bobby Darin,,,,
ARC0NOU1187B9AA91D,0.445438103,0.563236431,,,,Nick Colionne,,,,
AR5O6W51187FB46984,0.463900095,0.71881021,51.16418,Germany,10.45415,SNAP!,,,,
ARZVEF91187B9AC770,0.392994623,0.599133769,40.71455,New York NY,-74.00712,Elliot Goldenthal,,,,
ARPPTNG11F50C482A3,0.373045954,0.435732004,,,,Mercedes Castro,,,,
AR9YV621187B99373E,0.378649979,0.594832624,,,,Marco Beltrami,,,,
ARI4RPW1187B9B862D,0.406582929,0.579273042,-9.82491,Lagoa da Canoa Alagoas,-36.74328,Hermeto Pascoal,,,,
AR9788H1187B9A05D1,0.37235087,0.611933956,39.95227,Philadelphia PA,-75.16237,Jedi Mind Tricks,,,,
ARNZ70R1187B9A4824,0.62220896,0.705876402,,Westbury Long Island NY,,Joe Satriani,,,,
ARI648V1187B9B5379,0.294986617,0.44276965,,,,Michael Stanley Band,,,,
ARYXGST1187B991071,0.352364098,0.533504314,50.50101,Belgium,4.47684,Uman,,,,
AR039B11187B9B30D0,0.517298018,0.705287678,,NEW YORK New York,,John Williams,,,,
AR7JAMC1187B98BCF3,0.348265163,0.492986719,,,,The Gentle Good,,,,
AR1SFKQ1187B98AF13,0.383470328,0.491910771,34.05349,California - LA,-118.24532,Lauren Wood,,,,
ARRZFUG1187B98AD42,0,0.267576321,37.41402,Lynchburg VA,-79.14284,Ray Pillow,,,,
ARNXNH81187FB52EB5,0.602115455,0.833893808,,Houston TX,,Baby Bash,,,,
ARKSZW81187B9B695D,0.787005469,0.846455128,,Hunington Long Island NY,,Mariah Carey,,,,
AR4FVK41187FB4BC83,0.42337641,0.761357312,,Tijuana Mexico/San Diego California,,Frankie J,,,,
ARB78VW1187B98F81C,0.33953242,0.563750448,,,,George Nooks,,,,
ARMPRI31187FB4F7D9,0.473700501,0.772871995,39.37413,Volos Greece,22.95775,Vangelis,,,,
ARZU9NI1187B9AEE08,0.328094925,0.452983132,59.37991,Karlstad,13.49942,Babylon Disco,,,,
ARDD5NR1187B9B61F9,0.372951043,0.59168036,,Los Angeles CA,,Maria Bamford,,,,
ARALEAC1187B9902A8,0.345306908,0.547230938,51.89834,Cork City Ireland,-8.47277,Rubyhorse,,,,
ARUT16P1187FB532A4,0.393215104,0.543866302,33.39847,Greenville MS,-91.03786,Tyrone Davis,,,,
ARNARI81187FB3C9A7,0.34054408,0.479755041,,Rio de Janeiro Brazil,,Flora Purim,,,,
ARNUFGE1187B9B7881,0.398349517,0.599536502,40.85715,New York NY [The Bronx],-73.85678,THE CHIFFONS,,,,
ARRBINW1187B98AE6D,0.304911912,0.421181869,40.65507,Brooklyn NY,-73.94888,Marcie Blane,,,,
AR4MCB01187B98BF5C,0.374560253,0.52607728,,,,Atman,,,,
ARZQSNO1187FB5BBAB,0.364258871,0.560215648,,Chapel Hill NC,,Elizabeth Cotten,,,,
ARKRRTF1187B9984DA,0.343428378,0.487356791,,,,Sonora Santanera,,,,
ARPBKZF1187B996BD7,0,0.343959015,,,,Tommy McLain,,,,
ARHFEBO11F50C4825A,0.313569343,0.42054585,,,,Flor Silvestre,,,,
AR681HS1187FB5BBFE,0.463025076,0.56681391,,California,,David Lynch,,,,
ARUWB5W1187B98D7A1,0.51484988,0.710203377,,Helsinki Finland,,Ensiferum,,,,
ARPNY981187B9ACB75,0.527492981,0.764566084,,Switzerland,,Eluveitie,,,,
ARFW0QN11C8A4216B7,0.384244952,0.506168491,,,,Dark Party,,,,
ART4QZC1187FB51612,0.568201422,0.88169473,,Los Angeles &amp, New York,,3d437b75befb0310f2e41ff08cbf4cf0,,,
AR5K75Y1187B9B5F7E,0.429601593,0.449048445,,,,Janice Vidal,,,,
ARLZYDV11C8A4226B0,0.340030739,0.528563793,,,,Albin Myers,,,,
ARLJIGA122C849866D,0.327524702,0.443957107,56.95468,CANADA - other,-98.30897,Hot Live Guys,,,,
ARMRQF21187FB54D89,0.32242454,0.485827967,-1.9322,Inongo Zaire,18.28471,Kanda Bongo Man,,,,
ARP7AOI1187FB518B4,0.466991272,0.713945881,,,,M�,,,,
ARNBV1X1187B996249,0.432172564,0.640287557,,,,Alex,,,,
ARTDBI61187FB48479,0.459665457,0.733714696,42.99671,Grand Rapids MI,-85.59012,Marvin Sapp,,,,
ARPNY981187B9ACB75,0.527492981,0.764566084,,Switzerland,,Eluveitie,,,,
ARQC4R31187B9A0D88,0.32085013,0.391454064,,,,Jo Privat,,,,
ARHD3RX1187FB3A7DA,0.502974636,0.698452539,,Birmingham England,,Steel Pulse,,,,
ARO0QD41187FB3AB0A,0.472281211,0.632130913,34.05349,Los Angeles CA,-118.24532,Keb'Mo',,,,
ARAZCWP129462A97F1,0.570106512,0.778835827,,,,Bob Marley,,,,
AR658OS1187FB5C451,0.468193874,0.625582625,,,,Rachael Lampa,,,,
AR0XSOO1187B9B9E88,0.528795206,0.700446614,51.50632,London / Ex-Manchester,-0.12714,Buzzcocks,,,,
ARJDUON1187B989F69,0.333108829,0.407997239,,,,David Zinman,8b4365a521157b60c47ed5ec70141b65,,,
ARXPE571187FB4AFD0,0.503151606,0.670615396,,Chicago IL,,Rickie Lee Jones,,,,
AR2O3B51187B98CD94,0.540832552,0.637772159,35.2225,Charlotte NC,-80.83754,Cece Winans,,,,
ARGE4J31187B9B41EE,0.418356681,0.566661658,62.19845,Sweden,17.55142,Sofia Karlsson,,,,
AR3JMC51187B9AE49D,0.592614927,0.851417629,28.53823,Orlando FL,-81.37739,Backstreet Boys,,,,
AR8WHID1187FB549B1,0.291030534,0.396651638,,,,Mystic Rhythms Band,,,,
ARORFTD1187B99F7D4,0.459809422,0.708368204,,������ Taiwan,,Epitaph,,,,
ARDQO721187FB3C6D9,0.307902094,0.415784608,,,,Rodney O_ Joe Cooley,,,,
ARM0RY81187B9AF248,0.423825663,0.650726924,34.05349,Los Angeles CA,-118.24532,Jerry Goldsmith,,,,
ARE2XN81187B98BB83,0.345269235,0.629399857,,,,Alexis HK,,,,
ARHY20W1187B9B8262,0.360625671,0.461917431,,,,Steve Erquiaga,,,,
AR4BDNG1187FB44870,0.464186402,0.755566398,,Batley England,,Robert Palmer,,,,
ARW644S1187B9B4924,0.390051795,0.497083116,,,,Sigmatropic,,,,
AR18VAV1187B9AEC0C,0.349483389,0.610349426,,,,Neon Blonde,,,,
ARWJEOP1187B996538,0.353242066,0.493125957,,,,Soul Ballet,,,,
ARYG6CU1187FB3852B,0.443098947,0.652801355,,,,Milk Inc.,,,,
ARMBTFC1187FB56343,0.528709934,0.829135422,,Bakersfield CA,,Korn,,,,
AROQWIB11F4C83E5DC,0.386426749,0.560195372,,,,Mario Piu',,,,
ARKZXSQ1187B9AC9F3,0.576294651,0.764287182,,,,Joy Division,,,,
ARGDLJR1187B98D048,0.389553388,0.510928703,,,,Bob Crosby,,,,
AR6RG8J1187B9A815C,0.325987391,0.583873883,51.50632,London,-0.12714,The Frantic,,,,
ARY97R61187B9AF262,0.283594456,0.447442092,,,,Ruffneck,,,,
ARYML1P1187B9AF39B,0.532445871,0.707839968,,Georgia,,Devo,,,,
ARGE4J31187B9B41EE,0.418356681,0.566661658,62.19845,Sweden,17.55142,Sofia Karlsson,,,,
ARR575U1187B98FB97,0.380679874,0.501337162,38.8235,Maryland,-75.92381,The Perrys,,,,
ARK0VFZ1187FB4309B,0.370273519,0.579309488,,DURHAM North Carolina,,Shirley Caesar,,,,
ARV38Z81187B98E608,0.391242506,0.565482351,,,,The Jets,,,,
ARVNDLR1187B99CA1B,0.3370893,0.471577282,35.30914,Oklahoma,-98.52102,Dolce,16d4dd61308baa39b9bd235f3fc13c27,,,
ARKU3Z61187FB51DCA,0.908202619,0.917863906,13.11199,St Michael Barbados ,-59.59895,Rihanna,,,,
ARKO7AO1187FB5664B,0.369470511,0.547801656,,,,Tin Hat Trio,,,,
ARGBGC71187FB3DD0B,0.30285542,0.582365879,,,,DJ Nasty,,,,
ARBB58Y1187B9B621B,0.333303418,0.426882762,,,,Bill & Gloria Gaither,,,,
AR1PCLK1187FB5BBFF,0.399451724,0.698770478,40.14323,New Jersey,-74.72671,Angelo Badalamenti,,,,
ARYI8NC1187B994FE9,0.331241824,0.588959572,44.00118,New Hampshire USA,-71.6342,Venice,,,,
AR0WCZW1187B99F592,0.416019234,0.638590617,,,,Tommy Torres,,,,
ARRH63Y1187FB47783,1.082502557,0.877213746,,Atlanta GA,,Kanye West,,,,
ARNHTNJ11ECC836DAF,0.404708872,0.473862997,,New Jersey,,Smash Palace,,,,
ARPYBWQ1187B989C0D,0.369535728,0.44802055,,,,Natural Elements,,,,
ARBKMHZ11F4C843491,0,0.336970428,,,,Dakis,,,,
ARQFKVO1187B9B1777,0.335935512,0.484333758,,,,Dave Brockie Experience,,,,
ARHDQMJ11F50C4F61E,0.204562711,0.314666669,,,,Emotion Code,,,,
AR7OCK81187B98D1F1,0.343133497,0.528835698,34.05349,Los Angeles CA,-118.24532,Debbie Davies,,,,
AR6J3X81187FB59A7B,0.639798164,0.830592506,40.65507,Brooklyn NY,-73.94888,Matisyahu,,,,
AR4R0741187FB39AF2,0.413261378,0.659139477,51.50632,London England,-0.12714,Bow Wow Wow,,,,
ARE08BN1187B98FCA3,0.347249717,0.496224085,,,,Der Plan,,,,
ARLNSD41187FB4D9A0,0.34563734,0.421960437,42.50382,Italy,12.57347,Sergio Franchi,,,,
ARB8H82119B34032E1,0.390963612,0.679395051,,,,Ashton Shepherd,,,,
ARKYI5T1187B99334F,0.335138064,0.382546667,35.21962,North Carolina,-80.01955,Janet Paschal,,,,
